,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
2047,Madden NFL 25,5.8100000000000005,4.88,0.0,0.6599999999999999,75.75,82.0,5.199999999999999,456.0,724,2013.0,Sports,Electronic Arts,EA Sports,E
968,Dragon Quest IX: Sentinels of the Starry Skies,5.78,0.63,4.35,0.15,87.0,65.0,8.8,197.0,152,2009.0,Role-Playing,Nintendo,Level 5,E10+
1890,LEGO Star Wars III: The Clone Wars,5.78,3.08,0.0,0.5900000000000001,74.0,125.0,7.279999999999999,161.0,989,2011.0,Action,LucasArts,Traveller's Tales,E10+
3958,Tony Hawk's Pro Skater 4,5.75,3.58,0.01,0.42,90.0,84.0,8.600000000000001,174.0,341,2002.0,Sports,Activision,Neversoft Entertainment,T
3635,Tekken 2,5.74,2.26,1.36,0.23,89.0,8.0,8.9,102.0,153,1996.0,Fighting,Sony Computer Entertainment,Namco,T
390,Borderlands,5.709999999999999,3.6099999999999994,0.03,0.61,82.66666666666667,178.0,7.966666666666668,2505.0,386,2009.0,Shooter,Take-Two Interactive,Gearbox Software,M
504,Cars,5.6899999999999995,4.33,0.0,0.5,63.5,109.0,5.883333333333334,46.0,1651,2006.0,Racing,THQ,Rainbow Studios,E
3778,The Lord of the Rings: The Return of the King,5.67,3.14,0.05,0.54,82.5,98.0,8.625,168.0,411,2003.0,Action,Electronic Arts,EA Games,T
3946,Tomb Raider,5.66,3.25,0.13,0.24,88.5,31.0,8.55,3699.0,229,1996.0,Action,Eidos Interactive,Core Design Ltd.,T
2040,Madden NFL 16,5.66,4.42,0.0,0.86,83.5,60.0,6.0,304.0,420,2015.0,Sports,Electronic Arts,EA Sports,E
1581,Harry Potter and the Chamber of Secrets,5.659999999999999,2.9099999999999997,0.09,0.56,75.6,62.0,7.88,195.0,587,2002.0,Action,Electronic Arts,Electronic Arts,E
2374,NBA 2K13,5.630000000000001,4.4,0.060000000000000005,0.47000000000000003,88.25,89.0,7.25,403.0,473,2012.0,Sports,Take-Two Interactive,Visual Concepts,E
624,Cooking Mama,5.63,3.07,0.07,0.57,67.0,35.0,7.2,21.0,156,2006.0,Simulation,505 Games,Taito Corporation,E
3107,Saints Row: The Third,5.61,2.27,0.25,0.74,83.33333333333333,142.0,7.8,2137.0,545,2011.0,Action,THQ,Volition Inc.,M
2293,Mortal Kombat,5.59,4.03,0.0,0.6,85.0,177.0,8.166666666666668,1068.0,513,2011.0,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
3441,Star Wars Episode III: Revenge of the Sith,5.579999999999999,3.06,0.03,0.5,66.75,113.0,7.65,167.0,407,2005.0,Action,LucasArts,Double Helix Games,T
259,Batman: Arkham Knight,5.57,2.5,0.1,0.79,80.66666666666667,119.0,5.566666666666666,5340.0,305,2015.0,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M
3451,Star Wars: Battlefront,5.569999999999999,3.2399999999999998,0.03,0.53,78.0,110.0,7.099999999999999,1708.0,353,2004.0,Shooter,LucasArts,Pandemic Studios,T
1249,Fight Night Round 3,5.550000000000001,3.9299999999999997,0.02,0.5099999999999999,82.0,190.0,8.379999999999999,372.0,1094,2006.0,Fighting,Electronic Arts,EA Chicago,T
4228,Winning Eleven: Pro Evolution Soccer 2007,5.52,0.2,1.3399999999999999,0.88,77.25,56.0,7.9,92.0,250,2006.0,Sports,Konami Digital Entertainment,Konami,E
3539,Super Mario Advance,5.49,3.14,0.91,0.2,84.0,19.0,7.8,41.0,162,2001.0,Platform,Nintendo,Nintendo,E
1340,Forza Motorsport 3,5.49,2.99,0.1,0.5,92.0,90.0,8.0,516.0,161,2009.0,Racing,Microsoft Game Studios,Turn 10,E
2274,Monster Hunter Freedom Unite,5.48,0.47,4.13,0.34,81.0,48.0,8.7,124.0,163,2008.0,Role-Playing,Capcom,Capcom,T
2088,Mario Kart: Super Circuit,5.47,2.62,0.99,0.23,93.0,24.0,8.3,108.0,166,2001.0,Racing,Nintendo,Intelligent Systems,E
3328,Sonic Heroes,5.460000000000001,2.5,0.13,0.5800000000000001,69.66666666666667,106.0,7.733333333333333,253.0,482,2003.0,Platform,Sega,Sonic Team,E
2540,Need For Speed: Undercover,5.4399999999999995,2.1,0.09,0.8500000000000001,58.833333333333336,146.0,6.066666666666666,478.0,830,2008.0,Racing,Electronic Arts,EA Vancouver,T
2125,Mass Effect 3,5.43,2.9699999999999998,0.06,0.56,91.66666666666667,127.0,5.6000000000000005,11500.0,462,2012.0,Role-Playing,Electronic Arts,BioWare,M
1195,Fable III,5.42,3.69,0.05,0.43,77.5,127.0,5.95,1159.0,197,2010.0,Role-Playing,Microsoft Game Studios,Lionhead Studios,M
3282,Skylanders Giants,5.390000000000001,2.93,0.0,0.56,74.8,81.0,6.359999999999999,111.0,614,2012.0,Action,Activision,Toys for Bob,E10+
4064,Uncharted 4: A Thief's End,5.38,1.85,0.19,0.85,93.0,113.0,7.9,7064.0,171,2016.0,Shooter,Sony Computer Entertainment,Naughty Dog,T
2554,Need for Speed: Shift,5.359999999999999,1.5799999999999998,0.060000000000000005,0.96,79.75,163.0,6.425,665.0,575,2009.0,Racing,Electronic Arts,Slightly Mad Studios,E
2945,Resident Evil 4,5.340000000000001,3.06,0.68,0.31,89.33333333333333,135.0,8.566666666666668,2022.0,350,2005.0,Action,Capcom,Capcom,M
2336,MySims,5.340000000000001,2.48,0.12,0.58,68.33333333333333,65.0,6.966666666666666,77.0,343,2007.0,Simulation,Electronic Arts,TOSE,E
1269,Final Fantasy IX,5.3,1.62,2.78,0.14,94.0,22.0,8.9,779.0,175,2000.0,Role-Playing,SquareSoft,SquareSoft,T
1280,Final Fantasy X-2,5.29,1.92,2.11,0.17,85.0,45.0,6.6,400.0,177,2003.0,Role-Playing,Electronic Arts,SquareSoft,T
2044,Madden NFL 2003,5.279999999999999,4.36,0.01,0.6000000000000001,93.0,54.0,8.166666666666666,98.0,283,2002.0,Sports,Electronic Arts,EA Sports,E
474,Call of Duty 3,5.2700000000000005,2.98,0.05,0.68,81.33333333333333,128.0,6.933333333333334,408.0,557,2006.0,Shooter,Activision,Treyarch,T
3285,Skylanders: Spyro's Adventure,5.26,2.59,0.0,0.6100000000000001,79.5,72.0,5.125,188.0,537,2011.0,Action,Activision,Toys for Bob,E10+
2947,Resident Evil 6,5.22,2.1,0.95,0.5700000000000001,66.6,154.0,5.860000000000001,3707.0,449,2012.0,Shooter,Capcom,Capcom,M
2569,New Super Mario Bros. U,5.22,2.3,1.27,0.32,84.0,70.0,8.1,733.0,185,2012.0,Platform,Nintendo,Nintendo,E
4026,True Crime: Streets of LA,5.210000000000001,3.2899999999999996,0.02,0.38,77.0,107.0,7.7,151.0,414,2003.0,Action,Activision,"Luxoflux, Inc.",M
974,Dragon Quest VIII: Journey of the Cursed King,5.21,0.65,3.61,0.2,89.0,63.0,8.8,245.0,186,2004.0,Role-Playing,Square Enix,Level 5,T
2821,Professor Layton and the Curious Village,5.19,1.21,1.03,0.52,85.0,72.0,8.6,147.0,188,2007.0,Puzzle,Nintendo,Level 5,E
1738,James Bond 007: Agent Under Fire,5.1499999999999995,3.11,0.1,0.45999999999999996,72.33333333333333,59.0,7.3999999999999995,88.0,366,2001.0,Shooter,Electronic Arts,EA Redwood Shores,T
1863,Kung Fu Panda,5.13,2.8600000000000003,0.0,0.88,73.0,102.0,7.5600000000000005,74.0,461,2008.0,Action,Activision,"Luxoflux, Inc.",E10+
3762,The Legend of Zelda: Phantom Hourglass,5.08,1.85,0.95,0.48,90.0,57.0,8.0,416.0,200,2007.0,Action,Nintendo,Nintendo,E
2036,Madden NFL 11,5.07,4.42,0.0,0.38,83.5,83.0,5.9,188.0,561,2010.0,Sports,Electronic Arts,EA Tiburon,E
1741,James Bond 007: Nightfire,5.0600000000000005,2.73,0.12,0.51,75.25,73.0,8.25,146.0,404,2002.0,Shooter,Electronic Arts,Eurocom Entertainment Software,T
2941,Resident Evil,5.05,2.05,1.11,0.73,91.0,8.0,9.0,266.0,203,1996.0,Action,Virgin Interactive,Capcom,M
3954,Tony Hawk's Pro Skater,5.02,3.42,0.02,0.2,92.0,18.0,9.2,69.0,205,1999.0,Sports,Activision,Neversoft Entertainment,T
1177,FIFA Soccer 06,5.0,1.1700000000000002,0.04,0.86,79.0,88.0,7.666666666666667,89.0,274,2005.0,Sports,Electronic Arts,EA Canada,E
2543,Need for Speed Rivals,4.98,1.9300000000000002,0.09,0.6500000000000001,77.4,105.0,5.12,1618.0,863,2013.0,Racing,Electronic Arts,Ghost Games,E10+
1928,Link's Crossbow Training,4.98,3.05,0.29,0.46,68.0,34.0,7.1,47.0,209,2007.0,Shooter,Nintendo,Nintendo,T
2037,Madden NFL 12,4.9399999999999995,4.35,0.0,0.33,78.5,86.0,5.7,150.0,558,2011.0,Sports,Electronic Arts,EA Tiburon,E
2124,Mass Effect 2,4.9399999999999995,2.78,0.06,0.52,94.66666666666667,215.0,8.733333333333333,7783.0,450,2010.0,Role-Playing,Electronic Arts,BioWare,M
4065,Uncharted: Drake's Fortune,4.92,2.31,0.12,0.77,88.0,66.0,8.1,2306.0,212,2007.0,Action,Sony Computer Entertainment,"Naughty Dog, SCE/WWS",T
196,Assassin's Creed Syndicate,4.9,1.5400000000000003,0.07,0.65,76.0,122.0,6.266666666666666,2265.0,396,2015.0,Action,Ubisoft,Ubisoft Quebec,M
2373,NBA 2K12,4.890000000000001,4.0200000000000005,0.060000000000000005,0.36,88.66666666666667,85.0,7.166666666666667,327.0,583,2011.0,Sports,Take-Two Interactive,Visual Concepts,E
1187,FIFA Soccer 2005,4.89,1.08,0.04,0.63,78.75,87.0,8.149999999999999,90.0,338,2004.0,Sports,Electronic Arts,EA Canada,E
3338,Sonic Unleashed,4.89,2.7300000000000004,0.03,0.7999999999999999,61.5,109.0,7.425,553.0,762,2008.0,Platform,Sega,Sonic Team,E10+
1536,Guitar Hero 5,4.89,2.38,0.0,0.9700000000000001,82.75,152.0,5.5,254.0,1206,2009.0,Misc,Activision,Vicarious Visions,T
3909,Titanfall,4.870000000000001,2.93,0.06,0.44,85.0,118.0,6.166666666666667,4756.0,484,2014.0,Shooter,Electronic Arts,Respawn Entertainment,M
754,Dead Island,4.86,2.68,0.15,0.54,74.0,140.0,6.766666666666667,2460.0,664,2011.0,Action,Deep Silver,Techland,M
4147,WWE SmackDown vs. Raw 2009,4.859999999999999,2.77,0.01,0.98,74.0,135.0,7.216666666666666,150.0,1607,2008.0,Fighting,THQ,Yuke's,T
3471,StarCraft II: Wings of Liberty,4.84,2.57,0.0,0.58,93.0,82.0,8.2,3052.0,218,2010.0,Strategy,Activision,Blizzard Entertainment,T
1105,Enter the Matrix,4.83,2.84,0.12,0.24000000000000002,63.333333333333336,86.0,7.733333333333333,257.0,430,2003.0,Action,Atari,Shiny Entertainment,T
2239,Midnight Club: Los Angeles,4.800000000000001,3.24,0.060000000000000005,0.52,81.5,116.0,8.35,242.0,634,2008.0,Racing,Take-Two Interactive,Rockstar San Diego,T
1452,God of War III,4.8,2.74,0.12,0.61,92.0,101.0,8.7,2633.0,220,2010.0,Action,Sony Computer Entertainment,SCE Santa Monica,M
649,Crash Team Racing,4.79,2.57,0.44,0.21,88.0,20.0,9.0,233.0,221,1999.0,Racing,Sony Computer Entertainment,Naughty Dog,E
260,Batman: Arkham Origins,4.789999999999999,2.5399999999999996,0.04,0.6000000000000001,73.0,114.0,7.525,2650.0,692,2013.0,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,T
3104,Saints Row 2,4.75,2.82,0.04,0.54,78.33333333333333,149.0,7.6000000000000005,822.0,465,2008.0,Action,THQ,Volition Inc.,M
929,Dragon Age: Origins,4.74,2.7199999999999998,0.11,0.48,88.0,176.0,8.133333333333333,4864.0,605,2009.0,Role-Playing,Electronic Arts,BioWare,M
996,Driver 2,4.73,2.36,0.02,0.25,62.0,14.0,7.7,92.0,223,2000.0,Action,Atari,Reflections Interactive,T
3156,Sega Superstars Tennis,4.720000000000001,2.2600000000000002,0.0,0.76,68.75,109.0,7.375000000000001,45.0,499,2008.0,Sports,Sega,Sumo Digital,E10+
1562,Half-Life,4.72,4.32,0.09,0.08,91.5,48.0,8.85,3255.0,284,1997.0,Shooter,Vivendi Games,Valve Software,M
3011,Rock Band 2,4.710000000000001,3.8400000000000003,0.0,0.42,91.66666666666667,103.0,7.966666666666668,289.0,739,2008.0,Misc,Electronic Arts,Harmonix Music Systems,T
2234,Middle-Earth: Shadow of Mordor,4.66,1.8599999999999999,0.060000000000000005,0.62,85.0,114.0,8.033333333333333,4142.0,481,2014.0,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
320,BioShock,4.66,2.4099999999999997,0.060000000000000005,0.5,95.33333333333333,183.0,8.700000000000001,6736.0,516,2007.0,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M
4067,Uncharted: The Nathan Drake Collection,4.62,2.07,0.08,0.76,86.0,78.0,8.1,1264.0,231,2015.0,Action,Sony Computer Entertainment,Bluepoint Games,T
122,Animal Crossing: City Folk,4.62,1.82,1.32,0.36,73.0,50.0,7.6,119.0,230,2008.0,Simulation,Nintendo,Nintendo,E
3277,Skate 3,4.609999999999999,2.26,0.0,0.56,80.0,111.0,7.8,209.0,580,2010.0,Sports,Electronic Arts,EA Black Box,T
3766,The Legend of Zelda: The Wind Waker,4.6,2.6,0.89,0.13,96.0,80.0,8.9,968.0,233,2002.0,Action,Nintendo,Nintendo,E
1971,Luigi's Mansion: Dark Moon,4.59,1.8,1.11,0.29,86.0,74.0,8.4,458.0,235,2013.0,Action,Nintendo,Next Level Games,E
2128,Max Payne,4.58,2.9899999999999998,0.05,0.27,84.0,110.0,8.425,1176.0,409,2001.0,Shooter,Take-Two Interactive,Rockstar Toronto,M
1341,Forza Motorsport 4,4.57,2.08,0.06,0.46,91.0,83.0,8.2,617.0,236,2011.0,Racing,Microsoft Game Studios,Turn 10,E
3350,SoulCalibur II,4.5600000000000005,2.83,0.27,0.33,92.33333333333333,125.0,8.933333333333332,309.0,825,2003.0,Fighting,Namco Bandai Games,Namco,T
2782,Portal 2,4.54,2.57,0.03,0.51,95.0,172.0,8.566666666666666,7933.0,808,2011.0,Shooter,Valve Software,Valve Software,E10+
480,Call of Duty: Finest Hour,4.5,2.6,0.01,0.29,74.33333333333333,135.0,8.133333333333333,104.0,502,2004.0,Shooter,Activision,Spark Unlimited,T
1570,Halo 5: Guardians,4.48,2.78,0.03,0.41,84.0,101.0,6.4,2438.0,242,2015.0,Shooter,Microsoft Game Studios,343 Industries,T
2121,Marvel: Ultimate Alliance,4.4799999999999995,4.01,0.0,0.39,79.5,204.0,7.683333333333334,297.0,619,2006.0,Role-Playing,Activision,Raven Software,T
2043,Madden NFL 2002,4.47,3.2800000000000002,0.01,0.51,91.0,32.0,7.95,53.0,452,2001.0,Sports,Electronic Arts,EA Sports,E
1449,God of War,4.45,2.71,0.02,0.43,94.0,75.0,8.9,997.0,246,2005.0,Action,Sony Computer Entertainment,SCE Santa Monica,M
3391,Splatoon,4.43,1.54,1.46,0.26,81.0,88.0,8.5,1184.0,247,2015.0,Shooter,Nintendo,Nintendo,E10+
2593,Nintendo Land,4.42,2.52,0.46,0.33,77.0,61.0,7.9,471.0,248,2012.0,Misc,Nintendo,Nintendo,E10+
2809,Pro Evolution Soccer 2010,4.409999999999999,0.63,0.75,0.5700000000000001,77.6,106.0,6.839999999999999,176.0,697,2009.0,Sports,Konami Digital Entertainment,Konami,E
2235,Midnight Club 3: DUB Edition,4.39,2.26,0.0,0.8200000000000001,79.0,87.0,7.9,71.0,344,2005.0,Racing,Take-Two Interactive,Rockstar Leeds,E10+
3640,Tekken 6,4.37,2.06,0.32000000000000006,0.5700000000000001,80.33333333333333,161.0,7.533333333333334,411.0,548,2009.0,Fighting,Namco Bandai Games,Namco Bandai Games,T
3811,The Sims 2,4.37,2.7199999999999998,0.0,0.5800000000000001,72.28571428571429,186.0,7.014285714285714,920.0,1416,2005.0,Simulation,Electronic Arts,Maxis,T
2964,Resistance: Fall of Man,4.34,1.74,0.14,0.75,86.0,70.0,8.1,715.0,256,2006.0,Shooter,Sony Computer Entertainment,Insomniac Games,M
1829,Kingdom Hearts II,4.33,2.2,1.38,0.17,87.0,64.0,9.0,766.0,258,2005.0,Role-Playing,Square Enix,Square Enix,E10+
1902,Left 4 Dead 2,4.33,2.67,0.05,0.42,89.0,131.0,8.55,3211.0,302,2009.0,Shooter,Electronic Arts,Valve Software,M
3538,Super Mario 3D World,4.32,2.11,0.73,0.32,93.0,83.0,9.0,1607.0,260,2013.0,Platform,Nintendo,Nintendo,E
1542,Guitar Hero: Aerosmith,4.28,3.37,0.0,0.49,71.0,125.0,6.3,108.0,1547,2008.0,Misc,Activision,Vicarious Visions,T
322,BioShock Infinite,4.28,2.23,0.06,0.51,93.66666666666667,128.0,8.5,10832.0,890,2013.0,Shooter,Take-Two Interactive,Irrational Games,M
1194,Fable II,4.27,2.51,0.11,0.41,89.0,95.0,6.5,2423.0,265,2008.0,Role-Playing,Microsoft Game Studios,Lionhead Studios,M
1060,ESPN NFL 2K5,4.25,3.69,0.0,0.43,91.0,79.0,8.649999999999999,177.0,581,2004.0,Sports,Sega,Visual Concepts,E
2195,Metal Gear Solid V: The Phantom Pain,4.24,1.5,0.5,0.55,93.0,109.0,7.733333333333333,6806.0,390,2015.0,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M
2191,Metal Gear Solid 3: Snake Eater,4.23,1.46,0.83,1.93,91.0,68.0,9.3,955.0,268,2004.0,Action,Konami Digital Entertainment,KCEJ,M
752,Daxter,4.21,2.45,0.0,0.75,85.0,59.0,8.7,109.0,272,2006.0,Platform,Sony Computer Entertainment,Ready at Dawn,E10+
2294,Mortal Kombat X,4.21,2.54,0.0,0.62,81.66666666666667,112.0,6.7,1590.0,539,2015.0,Fighting,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
1144,EyeToy Play,4.2,0.88,0.2,0.83,80.0,32.0,7.5,22.0,275,2003.0,Misc,Sony Computer Entertainment,"SCEE, Zoe Mode",E
2555,Need for Speed: The Run,4.19,1.5000000000000002,0.04,0.6300000000000001,66.0,146.0,5.5600000000000005,727.0,849,2011.0,Action,Electronic Arts,Black Box,T
1481,Gran Turismo 5 Prologue,4.19,1.28,0.57,0.52,80.0,67.0,7.1,120.0,276,2007.0,Racing,Sony Computer Entertainment,Polyphony Digital,E
1887,LEGO Pirates of the Caribbean: The Video Game,4.180000000000001,1.95,0.0,0.46,72.6,137.0,7.0,115.0,1200,2011.0,Action,Disney Interactive Studios,Traveller's Tales,E10+
2376,NBA 2K15,4.17,2.84,0.01,0.61,82.5,59.0,6.65,392.0,631,2014.0,Sports,Take-Two Interactive,Visual Concepts,E
3676,The Beatles: Rock Band,4.13,2.8099999999999996,0.0,0.41000000000000003,88.66666666666667,161.0,8.733333333333333,229.0,1043,2009.0,Misc,MTV Games,Harmonix Music Systems,T
471,Call Of Duty 2: Big Red One,4.12,2.39,0.01,0.32,77.0,113.0,7.066666666666666,110.0,567,2005.0,Shooter,Activision,Treyarch,T
1637,Hitman: Absolution,4.11,1.3,0.08,0.65,80.33333333333333,107.0,7.2,2291.0,768,2012.0,Action,Square Enix,Io Interactive,M
1185,FIFA Soccer 2003,4.11,0.72,0.05,0.65,87.33333333333333,38.0,7.3999999999999995,56.0,393,2002.0,Sports,Electronic Arts,EA Canada,E
3740,The LEGO Movie Videogame,4.1,1.96,0.06,0.47,70.83333333333333,74.0,7.083333333333333,243.0,1548,2014.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
3327,Sonic Generations,4.09,1.77,0.03,0.5,74.0,127.0,7.925,1038.0,1172,2011.0,Platform,Sega,Sega,E
4277,World of Warcraft: The Burning Crusade,4.09,2.57,0.0,0.0,91.0,46.0,7.9,785.0,288,2007.0,Role-Playing,Activision,Blizzard Entertainment,T
2372,NBA 2K11,4.08,3.43,0.04,0.30000000000000004,86.66666666666667,102.0,8.1,242.0,795,2010.0,Action,Take-Two Interactive,Visual Concepts,E
1451,God of War II,4.07,2.32,0.04,1.67,93.0,70.0,8.9,709.0,290,2007.0,Action,Sony Computer Entertainment,SCE Santa Monica,M
3642,Tekken Tag Tournament,4.05,1.68,0.51,0.35,85.0,25.0,8.5,117.0,297,2000.0,Fighting,Namco Bandai Games,Namco,T
1871,LEGO Batman 2: DC Super Heroes,4.05,2.01,0.0,0.47,74.2,109.0,6.779999999999999,297.0,1105,2012.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
1339,Forza Motorsport 2,4.05,2.35,0.03,0.41,90.0,66.0,8.3,381.0,293,2007.0,Racing,Microsoft Game Studios,Turn 10,E
4375,pro evolution soccer 2011,4.03,0.49999999999999994,0.8600000000000001,0.6599999999999999,77.0,102.0,5.975,130.0,649,2010.0,Sports,Konami Digital Entertainment,Konami,E
939,Dragon Ball Z: Budokai Tenkaichi 3,4.02,1.47,1.02,1.1800000000000002,72.5,51.0,8.8,234.0,474,2007.0,Fighting,Atari,"Spike, Namco Bandai Games",T
443,Burnout 3: Takedown,3.99,2.07,0.0,0.38,93.5,128.0,8.15,410.0,562,2004.0,Racing,Electronic Arts,Criterion Games,T
763,Dead Space,3.9899999999999998,1.94,0.0,0.48,87.66666666666667,174.0,8.5,2406.0,853,2008.0,Action,Electronic Arts,EA Redwood Shores,M
3918,Tom Clancy's Ghost Recon,3.97,2.86,0.0,0.2,63.0,83.0,6.65,74.0,889,2002.0,Shooter,Ubisoft,Ubisoft,M
3763,The Legend of Zelda: Skyward Sword,3.95,2.03,0.37,0.38,93.0,81.0,8.0,1958.0,306,2011.0,Action,Nintendo,Nintendo,E10+
3934,Tom Clancy's Rainbow Six: Vegas,3.9400000000000004,1.98,0.05,0.55,78.0,121.0,7.666666666666667,337.0,872,2006.0,Shooter,Ubisoft,Ubisoft Montreal,M
2406,NBA Live 2005,3.94,3.19,0.0,0.39999999999999997,84.0,66.0,7.466666666666666,65.0,590,2004.0,Sports,Electronic Arts,EA Canada,E
2822,Professor Layton and the Diabolical Box,3.94,0.9,0.92,0.37,84.0,65.0,8.8,72.0,308,2007.0,Puzzle,Nintendo,Level 5,E10+
4260,World Soccer Winning Eleven 8 International,3.94,0.23,1.12,0.68,90.5,51.0,8.75,49.0,319,2004.0,Sports,Konami Digital Entertainment,KCET,E
3818,The Sims 2: Pets,3.94,1.76,0.0,0.77,63.5,94.0,7.133333333333334,111.0,812,2006.0,Simulation,Electronic Arts,Full Fat,E
2295,Mortal Kombat vs. DC Universe,3.9299999999999997,3.01,0.0,0.39,74.0,105.0,7.3,194.0,854,2008.0,Fighting,Midway Games,Midway,T
3466,Star Wars: The Force Unleashed II,3.9299999999999993,2.4699999999999998,0.0,0.4,59.4,129.0,6.0200000000000005,499.0,1264,2010.0,Action,LucasArts,LucasArts,T
2130,Max Payne 3,3.9000000000000004,1.6099999999999999,0.06999999999999999,0.48,86.66666666666667,141.0,7.733333333333333,3861.0,943,2012.0,Shooter,Take-Two Interactive,Rockstar Studios,M
1050,EA Sports Active,3.9,2.09,0.06,0.4,81.0,27.0,8.7,39.0,310,2009.0,Sports,Electronic Arts,EA Canada,E
2271,Monster Hunter 4 Ultimate,3.89,0.68,2.62,0.11,86.0,80.0,8.7,348.0,312,2014.0,Role-Playing,Nintendo,Capcom,T
3639,Tekken 5,3.87,0.93,0.31,0.7,88.0,62.0,8.6,229.0,315,2005.0,Fighting,Namco Bandai Games,Namco,T
2297,Mortal Kombat: Deadly Alliance,3.87,2.9,0.0,0.2,80.5,90.0,8.675,172.0,621,2002.0,Fighting,Midway Games,Midway,M
2316,MotorStorm,3.87,1.53,0.06,0.67,84.0,9.0,7.4,220.0,317,2006.0,Racing,Sony Computer Entertainment,Evolution Studios,T
3404,Sports Champions,3.84,2.13,0.1,0.5,76.0,64.0,7.9,104.0,320,2010.0,Sports,Sony Computer Entertainment,"SCEA, Zindagi Games",E10+
1308,Flash Focus: Vision Training in Minutes a Day,3.83,0.86,1.05,0.35,59.0,22.0,4.0,4.0,324,2007.0,Misc,Nintendo,"Nintendo, Namco Bandai Games",E
4045,UFC 2009 Undisputed,3.8200000000000003,2.55,0.01,0.43,83.5,126.0,8.0,98.0,816,2009.0,Fighting,THQ,Yuke's,T
3331,Sonic Mega Collection Plus,3.81,2.15,0.0,0.26,74.0,41.0,8.25,42.0,497,2004.0,Misc,Sega,Sonic Team,E
315,Big Brain Academy: Wii Degree,3.79,1.05,0.41,0.42,68.0,33.0,6.9,39.0,326,2007.0,Misc,Nintendo,Nintendo,E
934,Dragon Ball Z: Budokai,3.78,2.7,0.55,0.1,66.0,44.0,7.1,86.0,451,2002.0,Fighting,Atari,Dimps Corporation,T
3933,Tom Clancy's Rainbow Six: Siege,3.78,1.4500000000000002,0.14,0.47000000000000003,75.33333333333333,101.0,7.033333333333334,1466.0,733,2015.0,Shooter,Ubisoft,Ubisoft Montreal,M
3935,Tom Clancy's Rainbow Six: Vegas 2,3.78,2.22,0.06,0.44,80.33333333333333,118.0,7.666666666666667,454.0,644,2008.0,Shooter,Ubisoft,Ubisoft Montreal,M
2039,Madden NFL 15,3.76,2.85,0.0,0.56,80.5,56.0,6.25,346.0,749,2014.0,Sports,Electronic Arts,EA Sports,E
3838,The Sims: Unleashed,3.76,2.03,0.0,0.17,79.0,21.0,8.0,29.0,330,2002.0,Simulation,Electronic Arts,Maxis,T
321,BioShock 2,3.74,2.3,0.04,0.41000000000000003,88.0,155.0,8.2,1065.0,744,2010.0,Shooter,Take-Two Interactive,2K Marin,M
4146,WWE SmackDown vs. RAW 2007,3.74,2.17,0.03,0.44,79.66666666666667,90.0,8.166666666666666,124.0,594,2006.0,Fighting,THQ,Yuke's,T
2659,Overwatch,3.7300000000000004,1.69,0.15,0.47000000000000003,90.66666666666667,111.0,6.166666666666667,6078.0,767,2016.0,Shooter,Activision,Blizzard Entertainment,T
2548,Need for Speed: Hot Pursuit 2,3.7299999999999995,3.04,0.02,0.13999999999999999,77.33333333333333,65.0,7.733333333333334,122.0,782,2002.0,Racing,Electronic Arts,Black Box,E
3810,The Sims,3.7299999999999995,2.0799999999999996,0.0,0.27,86.0,104.0,7.550000000000001,539.0,540,2003.0,Simulation,Electronic Arts,Edge of Reality,T
3552,Super Paper Mario,3.71,1.95,0.59,0.31,85.0,56.0,7.9,417.0,335,2007.0,Platform,Nintendo,Intelligent Systems,E
